order_id,customer_id,restaurant_name,food_item,category,order_time,delivery_time,delivery_area,order_status,rating,review,order_value,delivery_partner,order_date,order_hour,order_day,order_day_name,order_day_of_week,is_weekend,peak_hour_label,delivery_delay,clean_review,clean_review_no_stop,sentiment_polarity,sentiment_subjectivity,sentiment_category
OD12673,CUST3050,The Golden Dosa,Idli Vada Combo,South Indian,2026-05-06 13:32:36,39.0,Btm Layout,Delivered,4.0,Decent portion size and good taste. Recommended.,140,DP_138,2026-05-06,13,Wednesday,Wednesday,2,0,Lunch Peak,9.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD12674,CUST2790,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-05-01 20:54:14,43.0,Indiranagar,Delivered,4.0,"Tasty food, but could be a bit warmer.",750,DP_161,2026-05-01,20,Friday,Friday,4,1,Dinner Peak,13.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD12675,CUST2847,The Golden Dosa,Idli Vada Combo,South Indian,2026-05-26 20:31:16,44.0,Marathahalli,Delivered,4.0,Overall great experience. Prompt service.,140,DP_170,2026-05-26,20,Tuesday,Tuesday,1,0,Dinner Peak,14.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD12676,CUST3033,Wok & Roll,Veg Spring Rolls (6 pcs),Chinese & Asian,2026-05-08 13:52:59,45.0,Jayanagar,Delivered,1.0,Worst service! Delivered extremely late and completely cold.,180,DP_119,2026-05-08,13,Friday,Friday,4,1,Lunch Peak,15.0,worst service delivered extremely late and completely cold,worst service extremely late completely cold,-0.6333333333333333,0.8666666666666667,Negative
OD12677,CUST3208,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-16 12:23:42,47.0,Btm Layout,Delivered,3.0,"Food was okay, but delivery took some time.",380,DP_119,2026-05-16,12,Saturday,Saturday,5,1,Lunch Peak,17.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD12678,CUST2170,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-05-03 19:38:45,61.0,Marathahalli,Delivered,1.0,The food tasted stale and horrible! Threw it in the trash.,300,DP_144,2026-05-03,19,Sunday,Sunday,6,1,Dinner Peak,31.0,the food tasted stale and horrible threw it in the trash,tasted stale horrible threw trash,-0.75,0.75,Negative
OD12679,CUST3053,Spice Symphony,Butter Chicken & Naan,North Indian,2026-04-27 16:36:18,28.0,Marathahalli,Delivered,4.0,Decent portion size and good taste. Recommended.,750,DP_103,2026-04-27,16,Monday,Monday,0,0,Off-Peak,0.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD12680,CUST2587,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-05 09:56:53,17.0,Jayanagar,Delivered,5.0,Outstanding quality! Will definitely order again.,460,DP_190,2026-05-05,9,Tuesday,Tuesday,1,0,Off-Peak,0.0,outstanding quality will definitely order again,outstanding quality definitely,0.25,0.6875,Positive
OD12681,CUST2382,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-05-20 16:29:54,21.0,Indiranagar,Delivered,3.0,Portion size was small for the price.,490,DP_155,2026-05-20,16,Wednesday,Wednesday,2,0,Off-Peak,0.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD12682,CUST2964,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-24 08:00:35,42.0,Whitefield,Delivered,2.0,"Too spicy, couldn't eat it. Disappointed.",170,DP_166,2026-05-24,8,Sunday,Sunday,6,1,Off-Peak,12.0,too spicy couldnt eat it disappointed,spicy couldnt eat disappointed,-0.75,0.75,Negative
OD12683,CUST2808,Spice Symphony,Butter Chicken & Naan,North Indian,2026-05-12 20:48:22,61.0,Whitefield,Delivered,1.0,"Terrible experience, food was completely spilled inside the bag.",400,DP_125,2026-05-12,20,Tuesday,Tuesday,1,0,Dinner Peak,31.0,terrible experience food was completely spilled inside the bag,terrible experience completely spilled inside bag,-0.45,0.7,Negative
OD12684,CUST2463,Tandoori Nights,Paneer Tikka,North Indian,2026-05-21 18:28:49,23.0,Hsr Layout,Delivered,5.0,"Extremely satisfied, delivered hot and fresh!",310,DP_159,2026-05-21,18,Thursday,Thursday,3,0,Off-Peak,0.0,extremely satisfied delivered hot and fresh,extremely satisfied hot fresh,0.35000000000000003,0.7833333333333333,Positive
OD12685,CUST2099,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-04-30 22:18:33,33.0,Jayanagar,Delivered,5.0,Outstanding quality! Will definitely order again.,370,DP_156,2026-04-30,22,Thursday,Thursday,3,0,Dinner Peak,3.0,outstanding quality will definitely order again,outstanding quality definitely,0.25,0.6875,Positive
OD12686,CUST3193,The Salad Bowl,Fresh Fruit Bowl,Healthy & Salads,2026-05-22 05:47:50,24.0,Jayanagar,Delivered,5.0,"Delivered way before time, packaging was excellent!",220,DP_160,2026-05-22,5,Friday,Friday,4,1,Off-Peak,0.0,delivered way before time packaging was excellent,way time packaging excellent,1.0,1.0,Positive
OD12687,CUST2638,Sweet Retreat,Sizzling Brownie,Desserts,2026-05-20 21:43:37,36.0,Hsr Layout,Delivered,4.0,"Tasty food, but could be a bit warmer.",230,DP_168,2026-05-20,21,Wednesday,Wednesday,2,0,Dinner Peak,6.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD12688,CUST2650,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-19 19:37:18,50.0,Btm Layout,Delivered,2.0,Food was cold when it arrived.,470,DP_196,2026-05-19,19,Tuesday,Tuesday,1,0,Dinner Peak,20.0,food was cold when it arrived,cold arrived,-0.6,1.0,Negative
OD12689,CUST3065,Tandoori Nights,Butter Chicken Combo Meal,North Indian,2026-05-20 21:55:14,61.0,Marathahalli,Delivered,1.0,"Terrible experience, food was completely spilled inside the bag.",390,DP_180,2026-05-20,21,Wednesday,Wednesday,2,0,Dinner Peak,31.0,terrible experience food was completely spilled inside the bag,terrible experience completely spilled inside bag,-0.45,0.7,Negative
OD12690,CUST2277,The Golden Dosa,Masala Dosa with Sambar,South Indian,2026-05-02 13:40:21,46.0,Indiranagar,Delivered,3.0,Packaging could have been better. Average taste.,160,DP_112,2026-05-02,13,Saturday,Saturday,5,1,Lunch Peak,16.0,packaging could have been better average taste,packaging could better average taste,0.175,0.44999999999999996,Positive
OD12691,CUST2282,The Salad Bowl,Quinoa Avocado Salad,Healthy & Salads,2026-05-08 13:36:39,41.0,Malleshwaram,Delivered,2.0,"Too spicy, couldn't eat it. Disappointed.",370,DP_187,2026-05-08,13,Friday,Friday,4,1,Lunch Peak,11.0,too spicy couldnt eat it disappointed,spicy couldnt eat disappointed,-0.75,0.75,Negative
OD12692,CUST2042,Spice Symphony,Kadhai Paneer with Roti,North Indian,2026-04-27 09:16:11,24.0,Btm Layout,Delivered,5.0,"Extremely satisfied, delivered hot and fresh!",330,DP_186,2026-04-27,9,Monday,Monday,0,0,Off-Peak,0.0,extremely satisfied delivered hot and fresh,extremely satisfied hot fresh,0.35000000000000003,0.7833333333333333,Positive
OD12693,CUST2176,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-05-24 19:48:48,54.0,Indiranagar,Delivered,2.0,The item delivered was incorrect and lukewarm.,230,DP_173,2026-05-24,19,Sunday,Sunday,6,1,Dinner Peak,24.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD12694,CUST2029,Cafe Daybreak,Club Sandwich,Continental & Beverages,2026-05-08 18:30:57,23.0,Hsr Layout,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",250,DP_135,2026-05-08,18,Friday,Friday,4,1,Off-Peak,0.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD12695,CUST2601,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-23 18:54:02,33.0,Marathahalli,Delivered,5.0,"Extremely satisfied, delivered hot and fresh!",210,DP_115,2026-05-23,18,Saturday,Saturday,5,1,Off-Peak,3.0,extremely satisfied delivered hot and fresh,extremely satisfied hot fresh,0.35000000000000003,0.7833333333333333,Positive
OD12696,CUST2131,Royal Biryani House,Mutton Biryani,Biryani & Mughlai,2026-05-04 14:27:29,48.0,Marathahalli,Delivered,3.0,The food was decent but arrived a bit cold.,940,DP_187,2026-05-04,14,Monday,Monday,0,0,Lunch Peak,18.0,the food was decent but arrived a bit cold,decent arrived bit cold,-0.21666666666666667,0.8333333333333333,Negative
OD12697,CUST2267,The Salad Bowl,High-Protein Chicken Salad,Healthy & Salads,2026-05-03 20:00:19,35.0,Malleshwaram,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",340,DP_177,2026-05-03,20,Sunday,Sunday,6,1,Dinner Peak,5.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD12698,CUST3405,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-05-18 23:38:02,21.0,Malleshwaram,Delivered,5.0,Best meal ever. Highly recommended!,410,DP_134,2026-05-18,23,Monday,Monday,0,0,Off-Peak,0.0,best meal ever highly recommended,best meal ever highly recommended,0.58,0.42000000000000004,Positive
OD12699,CUST3238,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-21 22:18:49,54.0,Whitefield,Delivered,2.0,The item delivered was incorrect and lukewarm.,120,DP_148,2026-05-21,22,Thursday,Thursday,3,0,Dinner Peak,24.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD12700,CUST2104,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-24 21:23:45,57.0,Hsr Layout,Delivered,1.0,Missing items in my order and food was cold. Avoid this place!,320,DP_147,2026-05-24,21,Sunday,Sunday,6,1,Dinner Peak,27.0,missing items in my order and food was cold avoid this place,missing items cold avoid place,-0.4,0.525,Negative
OD12701,CUST2424,Burger Bistro,Classic Cheese Burger & Fries,Fast Food,2026-05-18 18:33:44,33.0,Whitefield,Delivered,4.0,Satisfied with the delivery speed and quality.,260,DP_184,2026-05-18,18,Monday,Monday,0,0,Off-Peak,3.0,satisfied with the delivery speed and quality,satisfied speed quality,0.5,1.0,Positive
OD12702,CUST2549,The Salad Bowl,Caesar Salad,Healthy & Salads,2026-05-16 20:50:38,68.0,Whitefield,Delivered,1.0,The food tasted stale and horrible! Threw it in the trash.,290,DP_185,2026-05-16,20,Saturday,Saturday,5,1,Dinner Peak,38.0,the food tasted stale and horrible threw it in the trash,tasted stale horrible threw trash,-0.75,0.75,Negative
OD12703,CUST2904,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-05-24 20:37:20,66.0,Koramangala,Delivered,1.0,Worst service! Delivered extremely late and completely cold.,230,DP_181,2026-05-24,20,Sunday,Sunday,6,1,Dinner Peak,36.0,worst service delivered extremely late and completely cold,worst service extremely late completely cold,-0.6333333333333333,0.8666666666666667,Negative
OD12704,CUST2127,The Salad Bowl,Quinoa Avocado Salad,Healthy & Salads,2026-04-28 14:04:24,39.0,Jayanagar,Delivered,2.0,The item delivered was incorrect and lukewarm.,340,DP_108,2026-04-28,14,Tuesday,Tuesday,1,0,Lunch Peak,9.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD12705,CUST3328,Spice Symphony,Dal Makhani with Jeera Rice,North Indian,2026-05-20 20:48:55,70.0,Whitefield,Delivered,1.0,Awful experience! Delayed by over an hour and no response.,580,DP_189,2026-05-20,20,Wednesday,Wednesday,2,0,Dinner Peak,40.0,awful experience delayed by over an hour and no response,awful experience delayed hour response,-1.0,1.0,Negative
OD12706,CUST2505,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-17 21:48:51,71.0,Marathahalli,Delivered,1.0,Worst service! Delivered extremely late and completely cold.,210,DP_175,2026-05-17,21,Sunday,Sunday,6,1,Dinner Peak,41.0,worst service delivered extremely late and completely cold,worst service extremely late completely cold,-0.6333333333333333,0.8666666666666667,Negative
OD12707,CUST2686,Burger Bistro,Spicy Paneer Wrap,Fast Food,2026-05-02 20:58:38,59.0,Btm Layout,Delivered,1.0,The food tasted stale and horrible! Threw it in the trash.,200,DP_178,2026-05-02,20,Saturday,Saturday,5,1,Dinner Peak,29.0,the food tasted stale and horrible threw it in the trash,tasted stale horrible threw trash,-0.75,0.75,Negative
OD12708,CUST2980,Spice Symphony,Butter Chicken & Naan,North Indian,2026-05-19 21:13:08,44.0,Btm Layout,Delivered,3.0,Average food. Nothing special.,380,DP_166,2026-05-19,21,Tuesday,Tuesday,1,0,Dinner Peak,14.0,average food nothing special,average nothing special,0.10357142857142858,0.48571428571428565,Positive
OD12709,CUST2321,The Golden Dosa,Idli Vada Combo,South Indian,2026-05-12 18:44:08,20.0,Koramangala,Delivered,5.0,"Extremely satisfied, delivered hot and fresh!",140,DP_168,2026-05-12,18,Tuesday,Tuesday,1,0,Off-Peak,0.0,extremely satisfied delivered hot and fresh,extremely satisfied hot fresh,0.35000000000000003,0.7833333333333333,Positive
OD12710,CUST2130,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-18 23:23:21,18.0,Hsr Layout,Delivered,5.0,Outstanding quality! Will definitely order again.,350,DP_120,2026-05-18,23,Monday,Monday,0,0,Off-Peak,0.0,outstanding quality will definitely order again,outstanding quality definitely,0.25,0.6875,Positive
OD12711,CUST3415,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-25 17:00:50,17.0,Hsr Layout,Delivered,4.0,"Tasty food, but could be a bit warmer.",190,DP_199,2026-05-25,17,Monday,Monday,0,0,Off-Peak,0.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD12712,CUST3246,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-11 18:31:06,23.0,Marathahalli,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",320,DP_193,2026-05-11,18,Monday,Monday,0,0,Off-Peak,0.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD12713,CUST2840,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-06 21:31:17,48.0,Btm Layout,Delivered,3.0,"Food was okay, but delivery took some time.",890,DP_136,2026-05-06,21,Wednesday,Wednesday,2,0,Dinner Peak,18.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD12714,CUST3065,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-05-08 20:03:33,,Indiranagar,Cancelled,,Delivery address was outside the delivery radius,240,DP_170,2026-05-08,20,Friday,Friday,4,1,Dinner Peak,,delivery address was outside the delivery radius,address outside radius,0.0,0.05,Neutral
OD12715,CUST2648,The Salad Bowl,High-Protein Chicken Salad,Healthy & Salads,2026-05-20 20:34:07,35.0,Indiranagar,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",620,DP_141,2026-05-20,20,Wednesday,Wednesday,2,0,Dinner Peak,5.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD12716,CUST3139,The Salad Bowl,Greek Salad,Healthy & Salads,2026-05-10 08:13:28,36.0,Btm Layout,Delivered,5.0,"Extremely satisfied, delivered hot and fresh!",270,DP_149,2026-05-10,8,Sunday,Sunday,6,1,Off-Peak,6.0,extremely satisfied delivered hot and fresh,extremely satisfied hot fresh,0.35000000000000003,0.7833333333333333,Positive
OD12717,CUST2497,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-20 19:14:12,42.0,Malleshwaram,Delivered,1.0,Awful experience! Delayed by over an hour and no response.,340,DP_174,2026-05-20,19,Wednesday,Wednesday,2,0,Dinner Peak,12.0,awful experience delayed by over an hour and no response,awful experience delayed hour response,-1.0,1.0,Negative
OD12718,CUST2882,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-05-02 12:18:13,35.0,Malleshwaram,Delivered,5.0,"Delivered way before time, packaging was excellent!",380,DP_132,2026-05-02,12,Saturday,Saturday,5,1,Lunch Peak,5.0,delivered way before time packaging was excellent,way time packaging excellent,1.0,1.0,Positive
OD12719,CUST2594,Spice Symphony,Dal Makhani with Jeera Rice,North Indian,2026-05-01 20:01:39,47.0,Malleshwaram,Delivered,3.0,Prompt delivery but taste was average.,580,DP_183,2026-05-01,20,Friday,Friday,4,1,Dinner Peak,17.0,prompt delivery but taste was average,prompt taste average,-0.15,0.39999999999999997,Negative
OD12720,CUST2997,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-15 19:47:59,53.0,Marathahalli,Delivered,3.0,The food was decent but arrived a bit cold.,500,DP_175,2026-05-15,19,Friday,Friday,4,1,Dinner Peak,23.0,the food was decent but arrived a bit cold,decent arrived bit cold,-0.21666666666666667,0.8333333333333333,Negative
OD12721,CUST2475,The Salad Bowl,Greek Salad,Healthy & Salads,2026-05-13 14:28:51,46.0,Jayanagar,Delivered,1.0,Missing items in my order and food was cold. Avoid this place!,280,DP_165,2026-05-13,14,Wednesday,Wednesday,2,0,Lunch Peak,16.0,missing items in my order and food was cold avoid this place,missing items cold avoid place,-0.4,0.525,Negative
OD12722,CUST2239,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-05-05 22:46:38,,Btm Layout,Cancelled,,Delivery address was outside the delivery radius,260,DP_109,2026-05-05,22,Tuesday,Tuesday,1,0,Dinner Peak,,delivery address was outside the delivery radius,address outside radius,0.0,0.05,Neutral
OD12723,CUST2498,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-12 18:15:28,17.0,Hsr Layout,Delivered,5.0,Best meal ever. Highly recommended!,380,DP_111,2026-05-12,18,Tuesday,Tuesday,1,0,Off-Peak,0.0,best meal ever highly recommended,best meal ever highly recommended,0.58,0.42000000000000004,Positive
OD12724,CUST2911,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-05-26 19:59:35,39.0,Malleshwaram,Delivered,4.0,"Tasty food, but could be a bit warmer.",400,DP_143,2026-05-26,19,Tuesday,Tuesday,1,0,Dinner Peak,9.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD12725,CUST2260,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-05-07 19:20:18,45.0,Marathahalli,Delivered,3.0,Portion size was small for the price.,380,DP_195,2026-05-07,19,Thursday,Thursday,3,0,Dinner Peak,15.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD12726,CUST2583,Spice Symphony,Dal Makhani with Jeera Rice,North Indian,2026-05-05 13:11:18,49.0,Btm Layout,Delivered,4.0,Decent portion size and good taste. Recommended.,300,DP_117,2026-05-05,13,Tuesday,Tuesday,1,0,Lunch Peak,19.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD12727,CUST2480,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-05-03 14:50:12,49.0,Marathahalli,Delivered,1.0,The food tasted stale and horrible! Threw it in the trash.,270,DP_179,2026-05-03,14,Sunday,Sunday,6,1,Lunch Peak,19.0,the food tasted stale and horrible threw it in the trash,tasted stale horrible threw trash,-0.75,0.75,Negative
OD12728,CUST3032,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-14 18:40:20,30.0,Malleshwaram,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",350,DP_165,2026-05-14,18,Thursday,Thursday,3,0,Off-Peak,0.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD12729,CUST2976,Wok & Roll,Chilli Chicken Gravy,Chinese & Asian,2026-05-15 22:29:14,77.0,Whitefield,Delivered,1.0,"Terrible experience, food was completely spilled inside the bag.",610,DP_156,2026-05-15,22,Friday,Friday,4,1,Dinner Peak,47.0,terrible experience food was completely spilled inside the bag,terrible experience completely spilled inside bag,-0.45,0.7,Negative
OD12730,CUST3022,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-21 07:41:18,23.0,Jayanagar,Delivered,5.0,"Delivered way before time, packaging was excellent!",360,DP_147,2026-05-21,7,Thursday,Thursday,3,0,Off-Peak,0.0,delivered way before time packaging was excellent,way time packaging excellent,1.0,1.0,Positive
OD12731,CUST2819,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-04-27 22:39:14,36.0,Hsr Layout,Delivered,4.0,"Tasty food, but could be a bit warmer.",740,DP_189,2026-04-27,22,Monday,Monday,0,0,Dinner Peak,6.0,tasty food but could be a bit warmer,tasty could bit warmer,0.0,0.0,Neutral
OD12732,CUST2708,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-18 08:22:27,16.0,Malleshwaram,Delivered,5.0,"Delivered way before time, packaging was excellent!",460,DP_116,2026-05-18,8,Monday,Monday,0,0,Off-Peak,0.0,delivered way before time packaging was excellent,way time packaging excellent,1.0,1.0,Positive
OD12733,CUST3129,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-19 21:50:54,35.0,Malleshwaram,Delivered,5.0,Best meal ever. Highly recommended!,190,DP_186,2026-05-19,21,Tuesday,Tuesday,1,0,Dinner Peak,5.0,best meal ever highly recommended,best meal ever highly recommended,0.58,0.42000000000000004,Positive
OD12734,CUST2675,Burger Bistro,Crispy Chicken Burger,Fast Food,2026-05-20 15:39:40,21.0,Malleshwaram,Delivered,4.0,Overall great experience. Prompt service.,230,DP_119,2026-05-20,15,Wednesday,Wednesday,2,0,Off-Peak,0.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD12735,CUST2069,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-10 19:28:11,45.0,Koramangala,Delivered,2.0,Taste was disappointing. Packaging was leaked.,170,DP_200,2026-05-10,19,Sunday,Sunday,6,1,Dinner Peak,15.0,taste was disappointing packaging was leaked,taste disappointing packaging leaked,-0.6,0.7,Negative
OD12736,CUST2922,Spice Symphony,Paneer Butter Masala Meal,North Indian,2026-05-15 21:35:49,47.0,Hsr Layout,Delivered,3.0,Average food. Nothing special.,360,DP_115,2026-05-15,21,Friday,Friday,4,1,Dinner Peak,17.0,average food nothing special,average nothing special,0.10357142857142858,0.48571428571428565,Positive
OD12737,CUST2982,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-05-15 07:33:23,39.0,Whitefield,Delivered,4.0,Satisfied with the delivery speed and quality.,490,DP_105,2026-05-15,7,Friday,Friday,4,1,Off-Peak,9.0,satisfied with the delivery speed and quality,satisfied speed quality,0.5,1.0,Positive
OD12738,CUST3057,The Golden Dosa,Onion Uttapam,South Indian,2026-05-10 14:26:02,49.0,Btm Layout,Delivered,3.0,"Food was okay, but delivery took some time.",160,DP_161,2026-05-10,14,Sunday,Sunday,6,1,Lunch Peak,19.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD12739,CUST2670,Bella Italia,Margherita Pizza 10-inch,Italian,2026-05-21 19:56:28,54.0,Malleshwaram,Delivered,3.0,"Food was okay, but delivery took some time.",800,DP_185,2026-05-21,19,Thursday,Thursday,3,0,Dinner Peak,24.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD12740,CUST2673,Cafe Daybreak,Classic Cold Coffee,Continental & Beverages,2026-05-14 21:51:20,35.0,Malleshwaram,Delivered,5.0,"Extremely satisfied, delivered hot and fresh!",170,DP_120,2026-05-14,21,Thursday,Thursday,3,0,Dinner Peak,5.0,extremely satisfied delivered hot and fresh,extremely satisfied hot fresh,0.35000000000000003,0.7833333333333333,Positive
OD12741,CUST2968,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-04-30 06:18:05,35.0,Marathahalli,Delivered,3.0,Portion size was small for the price.,360,DP_108,2026-04-30,6,Thursday,Thursday,3,0,Off-Peak,5.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD12742,CUST3188,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-04-30 16:43:52,22.0,Koramangala,Delivered,5.0,Best meal ever. Highly recommended!,240,DP_112,2026-04-30,16,Thursday,Thursday,3,0,Off-Peak,0.0,best meal ever highly recommended,best meal ever highly recommended,0.58,0.42000000000000004,Positive
OD12743,CUST2183,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-05-17 14:02:02,45.0,Jayanagar,Delivered,2.0,"Too spicy, couldn't eat it. Disappointed.",270,DP_143,2026-05-17,14,Sunday,Sunday,6,1,Lunch Peak,15.0,too spicy couldnt eat it disappointed,spicy couldnt eat disappointed,-0.75,0.75,Negative
OD12744,CUST2267,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-09 13:50:19,65.0,Whitefield,Delivered,1.0,Awful experience! Delayed by over an hour and no response.,160,DP_143,2026-05-09,13,Saturday,Saturday,5,1,Lunch Peak,35.0,awful experience delayed by over an hour and no response,awful experience delayed hour response,-1.0,1.0,Negative
OD12745,CUST2807,Wok & Roll,Veg Spring Rolls (6 pcs),Chinese & Asian,2026-05-24 12:23:20,35.0,Koramangala,Delivered,4.0,Overall great experience. Prompt service.,200,DP_163,2026-05-24,12,Sunday,Sunday,6,1,Lunch Peak,5.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD12746,CUST3317,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-04 20:02:49,31.0,Indiranagar,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",330,DP_194,2026-05-04,20,Monday,Monday,0,0,Dinner Peak,1.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD12747,CUST3124,Spice Symphony,Dal Makhani with Jeera Rice,North Indian,2026-05-02 21:06:19,51.0,Indiranagar,Delivered,4.0,Decent portion size and good taste. Recommended.,330,DP_188,2026-05-02,21,Saturday,Saturday,5,1,Dinner Peak,21.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD12748,CUST3029,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-13 22:56:25,,Btm Layout,Cancelled,,Item out of stock at restaurant,170,DP_169,2026-05-13,22,Wednesday,Wednesday,2,0,Dinner Peak,,item out of stock at restaurant,item stock,0.0,0.0,Neutral
OD12749,CUST2211,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-04-30 20:35:06,44.0,Marathahalli,Delivered,3.0,Packaging could have been better. Average taste.,260,DP_107,2026-04-30,20,Thursday,Thursday,3,0,Dinner Peak,14.0,packaging could have been better average taste,packaging could better average taste,0.175,0.44999999999999996,Positive
OD12750,CUST2789,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-08 12:06:08,48.0,Malleshwaram,Delivered,1.0,"Terrible experience, food was completely spilled inside the bag.",300,DP_152,2026-05-08,12,Friday,Friday,4,1,Lunch Peak,18.0,terrible experience food was completely spilled inside the bag,terrible experience completely spilled inside bag,-0.45,0.7,Negative
OD12751,CUST2727,Sweet Retreat,Kulfi Falooda,Desserts,2026-04-28 19:40:36,37.0,Malleshwaram,Delivered,5.0,"Extremely satisfied, delivered hot and fresh!",310,DP_116,2026-04-28,19,Tuesday,Tuesday,1,0,Dinner Peak,7.0,extremely satisfied delivered hot and fresh,extremely satisfied hot fresh,0.35000000000000003,0.7833333333333333,Positive
OD12752,CUST3016,The Golden Dosa,Onion Uttapam,South Indian,2026-05-23 09:53:58,23.0,Jayanagar,Delivered,4.0,Overall great experience. Prompt service.,170,DP_158,2026-05-23,9,Saturday,Saturday,5,1,Off-Peak,0.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
