order_id,customer_id,restaurant_name,food_item,category,order_time,delivery_time,delivery_area,order_status,rating,review,order_value,delivery_partner
OD12236,CUST3130,The Salad Bowl,Caesar Salad,Healthy & Salads,2026-05-12 18:03:45,21,HSR Layout,Delivered,5,"Delivered way before time, packaging was excellent!",260,DP_115
OD12237,CUST2523,Wok & Roll,Chilli Chicken Gravy,Chinese & Asian,2026-05-12 21:37:55,31,Indiranagar,Delivered,5,"Delivered way before time, packaging was excellent!",310,DP_127
OD12238,CUST2659,Bella Italia,Garlic Bread with Cheese,Italian,2026-05-11 12:07:19,53,Whitefield,Delivered,3,Packaging could have been better. Average taste.,200,DP_151
OD12239,CUST2524,Spice Symphony,Tandoori Chicken Half,North Indian,2026-05-24 23:48:22,28,BTM Layout,Delivered,4,"Tasty food, but could be a bit warmer.",430,DP_102
OD12240,CUST3126,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-17 19:07:37,64,Whitefield,Delivered,1,Missing items in my order and food was cold. Avoid this place!,690,DP_165
OD12241,CUST2274,The Salad Bowl,High-Protein Chicken Salad,Healthy & Salads,2026-05-03 21:58:19,61,Marathahalli,Delivered,2,"Not worth the price, portion was very small.",320,DP_183
OD12242,CUST2822,The Salad Bowl,Caesar Salad,Healthy & Salads,2026-04-30 12:16:41,,Jayanagar,Cancelled,,Customer cancelled the order,520,DP_127
OD12243,CUST3068,Bella Italia,Garlic Bread with Cheese,Italian,2026-05-13 20:55:51,57,BTM Layout,Delivered,2,Food was cold when it arrived.,320,DP_145
OD12244,CUST2797,Wok & Roll,Chilli Chicken Gravy,Chinese & Asian,2026-05-19 06:35:45,26,Whitefield,Delivered,4,Good taste and neat packaging.,300,DP_149
OD12245,CUST3412,The Salad Bowl,High-Protein Chicken Salad,Healthy & Salads,2026-05-23 19:40:45,48,Marathahalli,Delivered,3,"Food was okay, but delivery took some time.",330,DP_174
OD12246,CUST2214,Wok & Roll,Chilli Chicken Gravy,Chinese & Asian,2026-05-12 12:25:29,42,BTM Layout,Delivered,2,Delivery took almost an hour. Unhappy.,330,DP_167
OD12247,CUST3145,The Salad Bowl,Caesar Salad,Healthy & Salads,2026-05-05 23:04:37,41,Marathahalli,Delivered,2,Taste was disappointing. Packaging was leaked.,280,DP_129
OD12248,CUST3337,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-03 12:38:00,32,Malleshwaram,Delivered,5,Outstanding quality! Will definitely order again.,220,DP_152
OD12249,CUST3249,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-05-02 20:26:16,57,Malleshwaram,Delivered,1,Worst service! Delivered extremely late and completely cold.,170,DP_180
OD12250,CUST2006,Cafe Daybreak,Paneer Tikka Sandwich,Continental & Beverages,2026-05-26 21:52:29,70,Indiranagar,Delivered,1,"Terrible experience, food was completely spilled inside the bag.",240,DP_140
OD12251,CUST2184,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-05-16 22:24:29,54,Whitefield,Delivered,3,Average food. Nothing special.,210,DP_150
OD12252,CUST2372,Wok & Roll,Chilli Chicken Gravy,Chinese & Asian,2026-05-02 07:32:51,62,BTM Layout,Delivered,1,Unprofessional delivery partner. Very bad experience.,320,DP_173
OD12253,CUST3271,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-18 17:12:10,15,Malleshwaram,Delivered,5,"Extremely satisfied, delivered hot and fresh!",180,DP_160
OD12254,CUST3389,Tandoori Nights,Chicken Seekh Kebab,North Indian,2026-05-03 19:11:46,66,BTM Layout,Delivered,1,"Terrible experience, food was completely spilled inside the bag.",670,DP_101
OD12255,CUST3409,Cafe Daybreak,Classic Cold Coffee,Continental & Beverages,2026-05-21 18:43:38,20,Malleshwaram,Delivered,3,Packaging could have been better. Average taste.,170,DP_126
OD12256,CUST3211,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-10 13:56:31,,Indiranagar,Cancelled,,Delivery address was outside the delivery radius,750,DP_122
OD12257,CUST2412,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-05-25 20:55:22,49,BTM Layout,Delivered,2,"Not worth the price, portion was very small.",310,DP_134
OD12258,CUST2789,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-20 08:22:53,,Whitefield,Cancelled,,Delivery address was outside the delivery radius,700,DP_136
OD12259,CUST2518,Burger Bistro,Classic Cheese Burger & Fries,Fast Food,2026-05-21 14:28:31,34,HSR Layout,Delivered,5,"Perfect taste, clean packaging, and polite delivery partner.",270,DP_177
OD12260,CUST3074,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-05 14:01:15,32,Malleshwaram,Delivered,4,Good taste and neat packaging.,210,DP_145
OD12261,CUST2768,Wok & Roll,Veg Spring Rolls (6 pcs),Chinese & Asian,2026-05-15 12:46:38,68,Koramangala,Delivered,1,Awful experience! Delayed by over an hour and no response.,200,DP_132
OD12262,CUST2567,Spice Symphony,Tandoori Chicken Half,North Indian,2026-05-22 21:05:22,46,Indiranagar,Delivered,2,Food was cold when it arrived.,410,DP_193
OD12263,CUST2644,The Golden Dosa,Masala Dosa with Sambar,South Indian,2026-05-13 13:34:28,46,BTM Layout,Delivered,3,The food was decent but arrived a bit cold.,270,DP_127
OD12264,CUST2875,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-24 21:08:57,59,Malleshwaram,Delivered,1,The food tasted stale and horrible! Threw it in the trash.,860,DP_126
OD12265,CUST2110,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-04-29 06:40:31,31,BTM Layout,Delivered,5,"Delivered way before time, packaging was excellent!",680,DP_106
OD12266,CUST2672,The Golden Dosa,Onion Uttapam,South Indian,2026-05-11 18:40:30,53,Whitefield,Delivered,1,Worst service! Delivered extremely late and completely cold.,170,DP_167
OD12267,CUST2875,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-05-17 14:45:30,46,Whitefield,Delivered,3,Packaging could have been better. Average taste.,190,DP_144
OD12268,CUST2060,The Salad Bowl,Fresh Fruit Bowl,Healthy & Salads,2026-04-28 18:40:54,26,Koramangala,Delivered,3,Packaging could have been better. Average taste.,230,DP_121
OD12269,CUST2195,Wok & Roll,Veg Spring Rolls (6 pcs),Chinese & Asian,2026-05-05 14:41:37,35,Jayanagar,Delivered,5,Best meal ever. Highly recommended!,190,DP_187
OD12270,CUST3026,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-04-29 20:40:51,49,BTM Layout,Delivered,2,Delivery took almost an hour. Unhappy.,160,DP_183
OD12271,CUST2084,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-05-18 19:28:33,28,Jayanagar,Delivered,4,Overall great experience. Prompt service.,450,DP_166
OD12272,CUST2948,Wok & Roll,Chilli Chicken Gravy,Chinese & Asian,2026-05-19 20:55:18,34,Jayanagar,Delivered,5,"Amazing food, super fast delivery!",600,DP_180
OD12273,CUST2388,The Golden Dosa,Onion Uttapam,South Indian,2026-05-22 15:16:15,38,Koramangala,Delivered,4,Overall great experience. Prompt service.,160,DP_155
OD12274,CUST2535,Bella Italia,Margherita Pizza 10-inch,Italian,2026-05-15 12:12:11,,Indiranagar,Cancelled,,Customer cancelled the order,420,DP_160
OD12275,CUST2893,Spice Symphony,Dal Makhani with Jeera Rice,North Indian,2026-05-08 12:53:58,47,Indiranagar,Delivered,4,Decent portion size and good taste. Recommended.,300,DP_117
OD12276,CUST2339,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-04-27 23:01:28,26,Koramangala,Delivered,3,"Food was okay, but delivery took some time.",510,DP_146
OD12277,CUST3399,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-24 22:38:22,60,Whitefield,Delivered,2,Food was cold when it arrived.,320,DP_112
OD12278,CUST3361,Cafe Daybreak,Iced Latte,Continental & Beverages,2026-05-01 21:03:19,57,Koramangala,Delivered,2,Delivery took almost an hour. Unhappy.,210,DP_189
OD12279,CUST2609,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-08 17:52:31,29,Malleshwaram,Delivered,4,"Tasty food, standard delivery. Satisfactory.",200,DP_127
OD12280,CUST3393,Burger Bistro,Crispy Chicken Burger,Fast Food,2026-04-29 19:31:09,51,Whitefield,Delivered,3,"Food was okay, but delivery took some time.",230,DP_198
OD12281,CUST3202,Burger Bistro,Classic Cheese Burger & Fries,Fast Food,2026-05-08 19:43:26,48,Koramangala,Delivered,1,Worst service! Delivered extremely late and completely cold.,270,DP_144
OD12282,CUST3178,The Salad Bowl,Fresh Fruit Bowl,Healthy & Salads,2026-05-13 17:06:43,42,Marathahalli,Delivered,3,Prompt delivery but taste was average.,220,DP_102
OD12283,CUST2577,Tandoori Nights,Chicken Seekh Kebab,North Indian,2026-05-13 19:41:16,39,Jayanagar,Delivered,3,Average food. Nothing special.,660,DP_153
OD12284,CUST2909,The Salad Bowl,Fresh Fruit Bowl,Healthy & Salads,2026-05-16 20:49:59,75,Whitefield,Delivered,1,Awful experience! Delayed by over an hour and no response.,400,DP_148
OD12285,CUST2275,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-05-21 21:40:31,46,Malleshwaram,Delivered,3,The food was decent but arrived a bit cold.,300,DP_135
OD12286,CUST2241,Royal Biryani House,Mutton Biryani,Biryani & Mughlai,2026-05-20 19:51:15,43,Malleshwaram,Delivered,3,The food was decent but arrived a bit cold.,480,DP_177
OD12287,CUST2584,Burger Bistro,Spicy Paneer Wrap,Fast Food,2026-05-06 19:47:26,39,Malleshwaram,Delivered,5,"Perfect taste, clean packaging, and polite delivery partner.",220,DP_134
OD12288,CUST3155,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-05-07 14:14:21,42,Indiranagar,Delivered,3,The food was decent but arrived a bit cold.,240,DP_122
OD12289,CUST2043,The Salad Bowl,High-Protein Chicken Salad,Healthy & Salads,2026-05-01 18:43:30,36,BTM Layout,Delivered,3,Average food. Nothing special.,320,DP_147
OD12290,CUST3421,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-05-06 22:21:35,51,Whitefield,Delivered,3,Portion size was small for the price.,250,DP_138
OD12291,CUST2892,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-22 22:42:30,55,BTM Layout,Delivered,3,The food was decent but arrived a bit cold.,360,DP_154
OD12292,CUST3189,The Golden Dosa,Masala Dosa with Sambar,South Indian,2026-04-29 18:23:58,28,Marathahalli,Delivered,4,Good taste and neat packaging.,140,DP_188
OD12293,CUST3282,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-09 21:49:39,78,Whitefield,Delivered,1,"Terrible experience, food was completely spilled inside the bag.",210,DP_109
OD12294,CUST3037,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-04-28 14:50:48,,Whitefield,Cancelled,,Restaurant could not prepare food in time,190,DP_177
OD12295,CUST2191,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-05-09 13:02:39,72,Whitefield,Delivered,1,Missing items in my order and food was cold. Avoid this place!,330,DP_188
OD12296,CUST3204,Spice Symphony,Paneer Butter Masala Meal,North Indian,2026-05-17 17:10:41,31,Koramangala,Delivered,5,Best meal ever. Highly recommended!,670,DP_172
OD12297,CUST3065,The Golden Dosa,Onion Uttapam,South Indian,2026-05-20 21:56:53,36,HSR Layout,Delivered,4,Good taste and neat packaging.,180,DP_195
OD12298,CUST2381,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-12 13:46:52,31,BTM Layout,Delivered,4,"Tasty food, but could be a bit warmer.",410,DP_140
OD12299,CUST3402,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-05-11 19:41:20,50,Koramangala,Delivered,2,Delivery took almost an hour. Unhappy.,310,DP_188
OD12300,CUST2559,Tandoori Nights,Butter Chicken Combo Meal,North Indian,2026-05-18 09:59:16,43,BTM Layout,Delivered,2,The item delivered was incorrect and lukewarm.,410,DP_179
OD12301,CUST2686,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-05-09 13:09:12,37,Jayanagar,Delivered,3,Packaging could have been better. Average taste.,480,DP_102
OD12302,CUST2550,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-04-30 20:34:11,,HSR Layout,Cancelled,,Delivery partner could not be assigned due to heavy rain,200,DP_174
OD12303,CUST2498,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-25 07:29:13,36,Whitefield,Delivered,5,Best meal ever. Highly recommended!,330,DP_163
OD12304,CUST3384,The Golden Dosa,Idli Vada Combo,South Indian,2026-05-19 21:33:20,40,Malleshwaram,Delivered,4,Overall great experience. Prompt service.,150,DP_165
OD12305,CUST3197,The Salad Bowl,High-Protein Chicken Salad,Healthy & Salads,2026-05-17 21:58:50,57,Marathahalli,Delivered,1,Worst service! Delivered extremely late and completely cold.,340,DP_159
OD12306,CUST2270,The Salad Bowl,Greek Salad,Healthy & Salads,2026-05-16 13:26:58,53,Whitefield,Delivered,3,Packaging could have been better. Average taste.,270,DP_122
OD12307,CUST2728,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-05-06 12:43:32,44,BTM Layout,Delivered,1,The food tasted stale and horrible! Threw it in the trash.,260,DP_157
OD12308,CUST2104,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-05-13 14:42:01,37,Marathahalli,Delivered,5,"Delivered way before time, packaging was excellent!",250,DP_153
OD12309,CUST2655,Spice Symphony,Kadhai Paneer with Roti,North Indian,2026-05-26 12:11:45,,Malleshwaram,Cancelled,,Delivery address was outside the delivery radius,350,DP_155
OD12310,CUST3455,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-01 12:35:06,34,Indiranagar,Delivered,4,"Tasty food, but could be a bit warmer.",600,DP_152
OD12311,CUST3236,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-17 20:58:18,55,BTM Layout,Delivered,4,Good taste and neat packaging.,160,DP_147
OD12312,CUST3441,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-04-30 20:13:20,43,Whitefield,Delivered,3,The food was decent but arrived a bit cold.,330,DP_106
OD12313,CUST3474,Burger Bistro,Classic Cheese Burger & Fries,Fast Food,2026-05-16 20:57:56,53,HSR Layout,Delivered,2,"Too spicy, couldn't eat it. Disappointed.",290,DP_114
OD12314,CUST2942,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-05-01 07:15:05,,HSR Layout,Cancelled,,Customer cancelled the order,480,DP_157
OD12315,CUST2510,The Golden Dosa,Idli Vada Combo,South Indian,2026-05-24 07:14:12,33,BTM Layout,Delivered,5,Outstanding quality! Will definitely order again.,150,DP_112
OD12316,CUST2514,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-01 21:43:15,44,BTM Layout,Delivered,3,Average food. Nothing special.,130,DP_181
OD12317,CUST2016,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-04-27 13:04:49,33,Koramangala,Delivered,4,"Tasty food, standard delivery. Satisfactory.",210,DP_123
OD12318,CUST3227,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-03 19:14:48,68,Whitefield,Delivered,1,Awful experience! Delayed by over an hour and no response.,910,DP_103
OD12319,CUST2655,The Golden Dosa,Onion Uttapam,South Indian,2026-05-15 13:09:55,40,Koramangala,Delivered,5,"Perfect taste, clean packaging, and polite delivery partner.",150,DP_191
OD12320,CUST2543,The Salad Bowl,Fresh Fruit Bowl,Healthy & Salads,2026-05-15 06:46:02,30,Jayanagar,Delivered,5,"Delivered way before time, packaging was excellent!",220,DP_109
OD12321,CUST2068,Burger Bistro,Classic Cheese Burger & Fries,Fast Food,2026-05-09 20:46:15,50,Whitefield,Delivered,2,Delivery took almost an hour. Unhappy.,270,DP_154
OD12322,CUST3434,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-23 19:18:07,62,BTM Layout,Delivered,2,The item delivered was incorrect and lukewarm.,380,DP_199
OD12323,CUST2301,The Golden Dosa,Onion Uttapam,South Indian,2026-04-30 21:21:45,47,HSR Layout,Delivered,1,Awful experience! Delayed by over an hour and no response.,170,DP_171
OD12324,CUST3158,Sweet Retreat,Chocolate Lava Cake,Desserts,2026-04-30 17:38:28,26,Marathahalli,Delivered,4,"Tasty food, standard delivery. Satisfactory.",180,DP_105
OD12325,CUST2485,Tandoori Nights,Paneer Tikka,North Indian,2026-05-18 14:23:57,,Koramangala,Cancelled,,Delivery address was outside the delivery radius,300,DP_200
OD12326,CUST3243,Cafe Daybreak,Iced Latte,Continental & Beverages,2026-05-03 23:24:18,35,Malleshwaram,Delivered,5,"Extremely satisfied, delivered hot and fresh!",180,DP_104
OD12327,CUST3443,Bella Italia,Veg Arrabiata Penne Pasta,Italian,2026-05-26 21:29:01,45,Malleshwaram,Delivered,3,"Food was okay, but delivery took some time.",660,DP_149
OD12328,CUST2026,Sweet Retreat,Kulfi Falooda,Desserts,2026-05-17 22:11:28,52,Koramangala,Delivered,4,"Tasty food, standard delivery. Satisfactory.",300,DP_175
OD12329,CUST3347,The Salad Bowl,Caesar Salad,Healthy & Salads,2026-05-24 06:07:01,43,Whitefield,Delivered,4,Overall great experience. Prompt service.,290,DP_156
OD12330,CUST3171,Spice Symphony,Kadhai Paneer with Roti,North Indian,2026-05-24 12:08:31,49,BTM Layout,Delivered,2,The item delivered was incorrect and lukewarm.,360,DP_186
OD12331,CUST3414,Cafe Daybreak,Paneer Tikka Sandwich,Continental & Beverages,2026-05-22 07:17:42,35,Malleshwaram,Delivered,3,Average food. Nothing special.,240,DP_118
OD12332,CUST2216,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-04-27 22:28:12,49,Marathahalli,Delivered,2,Food was cold when it arrived.,380,DP_177
OD12333,CUST3215,Royal Biryani House,Mutton Biryani,Biryani & Mughlai,2026-05-08 15:54:59,,Malleshwaram,Cancelled,,Item out of stock at restaurant,470,DP_137
OD12334,CUST3373,Tandoori Nights,Paneer Tikka,North Indian,2026-04-30 16:47:17,25,BTM Layout,Delivered,4,Decent portion size and good taste. Recommended.,300,DP_182
OD12335,CUST2268,The Golden Dosa,Onion Uttapam,South Indian,2026-05-06 18:38:15,31,Marathahalli,Delivered,3,The food was decent but arrived a bit cold.,170,DP_179
OD12336,CUST3127,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-15 19:48:07,34,HSR Layout,Delivered,5,Best meal ever. Highly recommended!,400,DP_145
OD12337,CUST2521,The Salad Bowl,Fresh Fruit Bowl,Healthy & Salads,2026-04-30 19:36:26,49,Whitefield,Delivered,3,Average food. Nothing special.,230,DP_127
OD12338,CUST2503,Cafe Daybreak,Paneer Tikka Sandwich,Continental & Beverages,2026-05-09 18:32:51,24,Malleshwaram,Delivered,5,Best meal ever. Highly recommended!,210,DP_148
OD12339,CUST3413,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-12 13:32:07,36,Koramangala,Delivered,3,Prompt delivery but taste was average.,370,DP_124
OD12340,CUST2404,Bella Italia,Veg Arrabiata Penne Pasta,Italian,2026-05-02 20:08:37,75,Whitefield,Delivered,1,Worst service! Delivered extremely late and completely cold.,340,DP_111
OD12341,CUST2501,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-21 19:03:20,62,Marathahalli,Delivered,1,"Terrible experience, food was completely spilled inside the bag.",380,DP_162
OD12342,CUST2162,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-03 13:20:13,46,Marathahalli,Delivered,3,Average food. Nothing special.,130,DP_132
OD12343,CUST3204,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-05-20 20:24:37,80,Marathahalli,Delivered,2,Taste was disappointing. Packaging was leaked.,300,DP_158
OD12344,CUST2526,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-25 21:29:00,42,Marathahalli,Delivered,3,Prompt delivery but taste was average.,340,DP_142
OD12345,CUST3318,Bella Italia,Veg Arrabiata Penne Pasta,Italian,2026-04-29 05:09:54,26,Malleshwaram,Delivered,5,Outstanding quality! Will definitely order again.,640,DP_200
OD12346,CUST2715,Bella Italia,Garlic Bread with Cheese,Italian,2026-05-13 20:32:34,52,BTM Layout,Delivered,1,Awful experience! Delayed by over an hour and no response.,170,DP_179
OD12347,CUST3201,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-05-06 20:56:40,41,Koramangala,Delivered,4,"Tasty food, but could be a bit warmer.",270,DP_113
OD12348,CUST2614,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-23 15:53:59,30,HSR Layout,Delivered,5,"Extremely satisfied, delivered hot and fresh!",120,DP_150
OD12349,CUST2582,The Salad Bowl,Quinoa Avocado Salad,Healthy & Salads,2026-05-23 13:45:16,,BTM Layout,Cancelled,,Delivery partner could not be assigned due to heavy rain,350,DP_180
OD12350,CUST2296,Wok & Roll,Veg Spring Rolls (6 pcs),Chinese & Asian,2026-04-29 20:15:42,35,Jayanagar,Delivered,5,"Delivered way before time, packaging was excellent!",210,DP_130
OD12351,CUST2698,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-22 20:59:36,56,Koramangala,Delivered,2,"Too spicy, couldn't eat it. Disappointed.",440,DP_107
OD12352,CUST2153,Bella Italia,Margherita Pizza 10-inch,Italian,2026-05-02 13:06:31,55,Marathahalli,Delivered,3,Portion size was small for the price.,400,DP_152
OD12353,CUST3361,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-03 12:12:27,44,BTM Layout,Delivered,1,"Terrible experience, food was completely spilled inside the bag.",150,DP_147
OD12354,CUST2138,Burger Bistro,Chicken Nuggets (9 pcs),Fast Food,2026-05-11 19:06:42,54,Marathahalli,Delivered,4,Overall great experience. Prompt service.,230,DP_194
OD12355,CUST2364,Bella Italia,Garlic Bread with Cheese,Italian,2026-05-24 11:43:06,29,Jayanagar,Delivered,5,"Extremely satisfied, delivered hot and fresh!",170,DP_121
OD12356,CUST2015,The Golden Dosa,Idli Vada Combo,South Indian,2026-05-09 21:37:12,56,Koramangala,Delivered,2,Food was cold when it arrived.,240,DP_137
OD12357,CUST2333,Spice Symphony,Butter Chicken & Naan,North Indian,2026-05-16 21:41:19,50,Jayanagar,Delivered,2,Taste was disappointing. Packaging was leaked.,370,DP_156
OD12358,CUST2152,Cafe Daybreak,Iced Latte,Continental & Beverages,2026-05-09 17:42:20,28,Koramangala,Delivered,4,Overall great experience. Prompt service.,180,DP_154
OD12359,CUST2392,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-04-30 12:33:20,30,HSR Layout,Delivered,3,"Food was okay, but delivery took some time.",350,DP_128
OD12360,CUST2483,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-01 21:56:47,47,Jayanagar,Delivered,2,"Too spicy, couldn't eat it. Disappointed.",380,DP_151
OD12361,CUST2021,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-05-14 16:51:02,21,Malleshwaram,Delivered,4,Decent portion size and good taste. Recommended.,320,DP_161
OD12362,CUST3499,Wok & Roll,Veg Spring Rolls (6 pcs),Chinese & Asian,2026-05-26 21:45:25,40,Malleshwaram,Delivered,3,Packaging could have been better. Average taste.,210,DP_139
OD12363,CUST2997,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-06 21:03:01,67,Whitefield,Delivered,1,Worst service! Delivered extremely late and completely cold.,370,DP_128
OD12364,CUST2039,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-11 20:08:22,36,Jayanagar,Delivered,5,"Perfect taste, clean packaging, and polite delivery partner.",570,DP_124
OD12365,CUST3365,Cafe Daybreak,Classic Cold Coffee,Continental & Beverages,2026-05-24 16:46:48,43,Whitefield,Delivered,3,The food was decent but arrived a bit cold.,180,DP_175
OD12366,CUST2212,Cafe Daybreak,Iced Latte,Continental & Beverages,2026-05-17 12:42:40,54,HSR Layout,Delivered,3,The food was decent but arrived a bit cold.,190,DP_200
OD12367,CUST2082,Bella Italia,Chicken Alfredo Pasta,Italian,2026-05-26 17:41:14,26,Koramangala,Delivered,4,Good taste and neat packaging.,390,DP_167
OD12368,CUST2166,The Salad Bowl,Fresh Fruit Bowl,Healthy & Salads,2026-05-07 13:45:29,50,Indiranagar,Delivered,1,Worst service! Delivered extremely late and completely cold.,200,DP_145
OD12369,CUST3016,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-18 19:39:50,50,BTM Layout,Delivered,2,The item delivered was incorrect and lukewarm.,140,DP_126
OD12370,CUST2850,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-26 19:04:39,34,Jayanagar,Delivered,5,"Extremely satisfied, delivered hot and fresh!",350,DP_171
OD12371,CUST3194,Burger Bistro,Spicy Paneer Wrap,Fast Food,2026-05-20 14:04:22,36,Jayanagar,Delivered,4,Good taste and neat packaging.,210,DP_113
OD12372,CUST3442,The Golden Dosa,Masala Dosa with Sambar,South Indian,2026-04-30 20:55:51,49,BTM Layout,Delivered,4,Overall great experience. Prompt service.,170,DP_130
OD12373,CUST2063,Bella Italia,Margherita Pizza 10-inch,Italian,2026-05-25 11:15:16,34,HSR Layout,Delivered,3,Packaging could have been better. Average taste.,430,DP_154
OD12374,CUST2081,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-04-29 17:56:50,39,Whitefield,Delivered,4,"Tasty food, standard delivery. Satisfactory.",310,DP_146
OD12375,CUST2656,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-07 22:27:15,29,Malleshwaram,Delivered,3,"Food was okay, but delivery took some time.",360,DP_128
OD12376,CUST2489,The Golden Dosa,Masala Dosa with Sambar,South Indian,2026-05-04 07:27:46,24,Marathahalli,Delivered,5,Outstanding quality! Will definitely order again.,410,DP_175
OD12377,CUST3091,The Golden Dosa,Filter Coffee & Upma,South Indian,2026-05-06 19:23:45,29,Koramangala,Delivered,4,Overall great experience. Prompt service.,250,DP_187
OD12378,CUST2156,Bella Italia,Margherita Pizza 10-inch,Italian,2026-05-13 13:27:04,43,BTM Layout,Delivered,2,The item delivered was incorrect and lukewarm.,430,DP_182
OD12379,CUST2393,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-24 01:42:08,25,Indiranagar,Delivered,5,"Perfect taste, clean packaging, and polite delivery partner.",380,DP_136
OD12380,CUST2420,Bella Italia,Veg Arrabiata Penne Pasta,Italian,2026-04-29 21:51:01,26,Jayanagar,Delivered,5,Outstanding quality! Will definitely order again.,330,DP_151
OD12381,CUST2250,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-05-01 07:30:48,31,HSR Layout,Delivered,4,Overall great experience. Prompt service.,280,DP_188
OD12382,CUST2867,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-21 08:33:51,33,Malleshwaram,Delivered,3,Packaging could have been better. Average taste.,200,DP_192
OD12383,CUST2868,Sweet Retreat,Sizzling Brownie,Desserts,2026-05-12 17:04:08,32,Whitefield,Delivered,2,"Too spicy, couldn't eat it. Disappointed.",380,DP_178
OD12384,CUST3259,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-05 14:37:16,65,Marathahalli,Delivered,1,Worst service! Delivered extremely late and completely cold.,200,DP_144
OD12385,CUST3322,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-15 20:49:19,51,Indiranagar,Delivered,3,Portion size was small for the price.,170,DP_132
OD12386,CUST3045,Burger Bistro,Loaded Nachos,Fast Food,2026-05-14 19:15:42,33,BTM Layout,Delivered,5,"Extremely satisfied, delivered hot and fresh!",240,DP_193
OD12387,CUST3231,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-15 13:01:26,61,Whitefield,Delivered,1,Awful experience! Delayed by over an hour and no response.,340,DP_167
